,price,total_square,rooms,floor
38969,37618000,70.01,2.0,29.0
38970,23456700,78.0,2.0,12.0
38971,8600000,36.7,1.0,14.0
38972,72429426,68.59,1.0,3.0
38973,8290000,58.4,2.0,11.0
38974,5248096,25.48,1.0,3.0
38975,12722012,55.6,2.0,24.0
38976,10000000,67.0,3.0,4.0
38977,20250000,66.0,3.0,11.0
38978,13750000,45.0,2.0,5.0
38979,14150000,72.0,3.0,6.0
38980,17250000,58.2,2.0,4.0
38981,11550000,41.0,2.0,5.0
38982,19500000,32.2,1.0,4.0
38983,22375636,70.76,3.0,20.0
38984,16600000,45.0,1.0,4.0
38985,25300000,55.8,1.0,17.0
38986,9821901,36.0,1.0,7.0
38987,10184763,44.9,1.0,19.0
38988,19900000,92.7,3.0,5.0
38989,46364489,112.3,6.0,19.0
38990,13200000,52.8,2.0,4.0
38991,15940428,72.0,4.0,6.0
38992,25900000,70.9,3.0,14.0
38993,8500000,47.0,1.0,21.0
38994,8750000,33.0,1.0,6.0
38995,10190000,39.0,1.0,11.0
38996,37158670,81.31,2.0,38.0
38997,6650384,54.44,2.0,4.0
38998,18500000,70.3,3.0,44.0
38999,29000000,42.9,1.0,16.0
39000,13000000,80.6,4.0,3.0
39001,13000000,35.0,2.0,11.0
39002,5750000,33.5,1.0,2.0
39003,7480000,37.5,1.0,4.0
39004,6800000,41.6,1.0,12.0
39005,14100000,88.0,3.0,15.0
39006,26000000,99.5,6.0,5.0
39007,56900000,100.0,3.0,6.0
39008,7400000,43.9,2.0,2.0
39009,30146400,84.8,3.0,10.0
39010,11700000,61.0,2.0,14.0
39011,34500000,129.0,4.0,13.0
39012,8478808,44.7,2.0,8.0
39013,36000000,62.4,2.0,5.0
39014,8256622,32.4,1.0,6.0
39015,8300000,50.0,2.0,1.0
39016,8599468,26.0,1.0,3.0
39017,9650000,61.0,2.0,12.0
39018,48129444,68.58,3.0,3.0
39019,13000000,64.8,3.0,22.0
39020,18300000,57.8,2.0,9.0
39021,13500000,51.5,2.0,4.0
39022,15996453,37.9,1.0,22.0
39023,33300000,104.0,3.0,6.0
39024,11500000,41.8,1.0,2.0
39025,65000000,115.0,4.0,3.0
39026,6000000,32.6,1.0,2.0
39027,39822393,64.2,2.0,28.0
39028,21900000,81.0,3.0,3.0
39029,21400000,73.7,3.0,15.0
39030,18500000,33.6,1.0,2.0
39031,4550000,21.1,1.0,1.0
39032,31500000,99.7,3.0,15.0
39033,7500000,44.2,2.0,4.0
39034,149000000,334.0,5.0,3.0
39035,8900000,43.7,1.0,14.0
39036,42500000,108.0,3.0,4.0
39038,14142128,38.5,1.0,5.0
39039,18050000,38.0,1.0,3.0
39041,18500000,73.8,3.0,5.0
39042,13000000,52.0,1.0,4.0
39043,9184433,42.4,1.0,4.0
39044,12200000,45.0,2.0,8.0
39045,21950000,100.0,4.0,7.0
39046,15000000,34.3,1.0,2.0
39047,10500000,46.0,2.0,23.0
39048,20500000,38.18,1.0,16.0
39049,14000000,56.4,2.0,3.0
39050,20000000,76.1,3.0,14.0
39051,12122280,38.0,2.0,11.0
39052,23500000,59.1,2.0,7.0
39054,80000000,247.0,4.0,14.0
39055,12535482,38.0,2.0,15.0
39056,37000000,39.0,1.0,4.0
39057,70000000,107.0,3.0,30.0
39058,26000000,49.5,1.0,14.0
39059,14600000,62.8,2.0,9.0
39060,12400000,44.2,1.0,3.0
39061,25500000,72.3,3.0,8.0
39062,21700000,49.0,2.0,3.0
39063,12900000,39.3,1.0,24.0
39064,7500000,31.0,1.0,14.0
39065,12900000,32.4,1.0,7.0
39066,35000000,130.0,4.0,3.0
39069,12500000,86.0,3.0,4.0
39071,8700000,31.0,1.0,11.0
39072,67852609,117.7,4.0,14.0
39073,10500000,38.2,1.0,5.0
39074,12000000,41.9,2.0,8.0
39075,19300000,109.2,4.0,2.0
39076,10561294,35.0,1.0,5.0
39078,5500000,46.0,2.0,1.0
39079,12100000,44.5,2.0,5.0
39080,10600000,37.8,1.0,2.0
39081,13664740,39.7,2.0,4.0
39082,16212000,77.2,3.0,16.0
39083,8245824,40.5,2.0,4.0
39084,181408800,248.8,4.0,6.0
39085,17600000,52.7,2.0,3.0
39086,16786934,39.0,1.0,3.0
39087,8170000,42.3,2.0,5.0
39088,10990000,34.8,2.0,2.0
39089,19300000,84.6,4.0,5.0
39090,13400000,36.0,1.0,5.0
39091,9900000,60.7,3.0,5.0
39092,9000000,46.5,1.0,7.0
39093,14000000,51.0,2.0,4.0
39094,15591450,47.0,1.0,13.0
39095,31500000,80.8,3.0,4.0
39096,14535972,35.5,1.0,2.0
39097,38000000,100.0,3.0,11.0
39098,11900000,62.0,2.0,10.0
39099,13270746,28.0,1.0,39.0
39100,34675210,100.6,4.0,28.0
39101,13500000,57.5,2.0,13.0
39102,71000000,130.0,4.0,8.0
39103,18246528,57.6,2.0,32.0
39104,15400000,67.3,2.0,3.0
39105,24877325,88.1,3.0,29.0
39106,270000000,347.0,6.0,2.0
39107,12600000,59.0,2.0,15.0
39108,11800000,70.0,3.0,8.0
39109,31026450,54.6,1.0,8.0
39110,8467035,34.0,1.0,8.0
39111,13192259,33.0,1.0,22.0
39112,5288000,11.7,1.0,5.0
39113,9500000,52.6,2.0,12.0
39114,34960260,61.8,2.0,14.0
39115,63000000,120.0,3.0,30.0
39116,9984304,37.6,1.0,3.0
39117,64900000,136.0,4.0,42.0
39118,60000000,115.0,4.0,8.0
39119,12300000,69.4,2.0,10.0
39120,7200000,42.7,1.0,10.0
39121,47388888,120.6,4.0,19.0
39122,20900000,38.0,1.0,17.0
39123,18392100,61.0,3.0,9.0
39124,21000000,99.1,4.0,7.0
39125,5400000,37.9,1.0,17.0
39126,10300000,37.4,2.0,3.0
39127,5300000,33.9,1.0,5.0
39128,10000000,50.0,2.0,19.0
39129,14200000,58.0,3.0,5.0
39130,29800000,77.0,3.0,6.0
39131,32051600,75.0,3.0,21.0
39132,11600000,95.7,3.0,1.0
39133,37232540,82.0,2.0,49.0
39134,19500000,57.9,3.0,7.0
39135,14446139,59.0,3.0,15.0
39136,25500000,131.0,3.0,9.0
39137,8827315,32.0,1.0,14.0
39138,14150000,65.5,2.0,17.0
39139,6600000,32.0,1.0,5.0
39140,47099756,119.19,3.0,8.0
39141,12500000,45.3,2.0,8.0
39142,14390130,30.9,1.0,8.0
39143,17556000,57.0,2.0,22.0
39144,12100000,40.4,1.0,12.0
39145,16500000,57.7,2.0,10.0
39146,22500000,46.0,2.0,16.0
39147,8550000,35.5,1.0,5.0
39148,14703000,78.0,3.0,8.0
39149,14800000,54.5,2.0,14.0
39150,12400000,57.0,2.0,12.0
39151,18000000,57.4,2.0,4.0
39152,10625766,36.0,1.0,7.0
39153,8223537,24.0,1.0,10.0
39154,11900000,49.0,3.0,3.0
39156,13800000,53.3,2.0,16.0
39157,47000000,130.9,4.0,2.0
39158,24649172,62.48,2.0,20.0
39159,7950000,42.1,1.0,15.0
39160,17700000,77.4,3.0,6.0
39161,79900000,102.1,3.0,8.0
39162,20950000,35.0,1.0,8.0
39163,6550000,40.0,1.0,13.0
39164,9000000,47.5,2.0,1.0
39165,8700000,39.1,1.0,1.0
39166,63228672,98.5,3.0,29.0
39167,12024391,46.17,2.0,17.0
39168,14150000,33.8,1.0,1.0
39169,10454864,60.8,2.0,2.0
39170,16280000,43.38,1.0,14.0
39171,62000000,110.4,3.0,14.0
39172,9200000,32.7,1.0,6.0
39173,19500000,64.0,2.0,2.0
39174,24199000,42.0,2.0,6.0
39175,50113417,99.3,3.0,11.0
39176,15750000,51.0,2.0,5.0
39177,12999000,45.0,2.0,2.0
39178,14000000,38.2,1.0,3.0
39179,24450000,79.3,3.0,4.0
39180,18900000,40.5,1.0,10.0
39181,7508351,56.54,2.0,9.0
39182,14970240,45.2,1.0,5.0
39183,62000000,112.5,4.0,19.0
39184,12500000,63.0,3.0,3.0
39185,38000000,67.0,2.0,6.0
39186,21000000,47.1,2.0,12.0
39187,40835406,66.79,3.0,6.0
39188,25203520,45.2,1.0,3.0
39189,11500000,40.0,1.0,13.0
39190,17100000,80.5,3.0,25.0
39191,14200000,48.5,1.0,3.0
39192,14300000,37.0,1.0,15.0
39193,11500000,46.6,1.0,5.0
39194,300000000,298.2,6.0,6.0
39195,14900000,57.7,2.0,11.0
39196,10800000,38.9,1.0,6.0
39197,30950000,62.2,2.0,3.0
39198,7608585,26.0,1.0,19.0
39199,8750000,44.6,2.0,1.0
39200,16490000,86.3,3.0,2.0
39201,13700000,52.0,2.0,3.0
39202,13300000,86.3,3.0,2.0
39203,130000000,170.0,5.0,16.0
39204,14300000,82.0,3.0,9.0
39205,36081500,84.51,3.0,19.0
39206,7236227,33.0,1.0,13.0
39207,6500012,42.77,2.0,8.0
39208,14195340,31.0,1.0,41.0
39209,44724192,74.94,3.0,13.0
39210,9700000,31.5,1.0,12.0
39211,12457047,63.0,3.0,7.0
39212,12300000,60.1,2.0,2.0
39213,19050000,94.0,3.0,14.0
39214,26500000,70.0,3.0,11.0
39215,14999999,103.1,4.0,9.0
39216,14760395,28.0,1.0,31.0
39217,36800000,75.6,2.0,9.0
39218,11000000,52.0,1.0,7.0
39219,17750000,76.0,3.0,8.0
39220,15500000,50.0,2.0,17.0
39221,14000000,45.0,2.0,5.0
39222,6100000,40.7,2.0,1.0
39223,7950000,65.0,3.0,6.0
39224,6650000,46.0,2.0,4.0
39225,33000000,63.0,2.0,11.0
39226,34635658,74.8,1.0,13.0
39227,180000000,211.4,5.0,17.0
39228,7800000,33.6,1.0,7.0
39229,4650247,33.94,1.0,6.0
39230,51000000,172.2,6.0,5.0
39231,11800000,50.3,2.0,5.0
39232,21500000,62.4,2.0,2.0
39233,11500000,60.0,3.0,9.0
39234,12023595,43.43,1.0,19.0
39235,19999000,54.0,2.0,16.0
39236,5800000,35.0,1.0,2.0
39237,106000000,193.5,7.0,3.0
39238,17000000,54.9,2.0,6.0
39239,12250000,61.1,2.0,4.0
39240,14000000,53.3,2.0,4.0
39241,9700000,77.12,3.0,17.0
39242,47900000,138.7,4.0,7.0
39243,10900000,44.0,2.0,4.0
39244,23869400,60.1,2.0,5.0
39245,10600000,45.0,1.0,21.0
39246,16074400,56.6,2.0,10.0
39247,20900704,48.0,1.0,36.0
39248,11200000,61.0,2.0,14.0
39249,56548800,90.0,2.0,7.0
39250,16777348,76.1,3.0,2.0
39251,39463466,62.5,1.0,29.0
39252,18343584,48.6,2.0,19.0
39253,14700000,53.8,2.0,5.0
39254,10990000,37.0,1.0,7.0
39255,14200000,45.6,2.0,3.0
39256,125000000,116.6,3.0,2.0
39257,13500000,44.0,2.0,11.0
39258,13900000,87.0,3.0,8.0
39259,40722534,103.1,3.0,15.0
39260,9200000,33.7,1.0,6.0
39261,23673475,71.7,3.0,9.0
39262,7500000,44.2,1.0,23.0
39263,14500000,80.2,3.0,1.0
39265,47000000,90.0,3.0,17.0
39266,41000000,75.7,3.0,3.0
39267,19000000,58.0,2.0,7.0
39268,23500000,59.0,3.0,3.0
39269,30200640,65.0,2.0,12.0
39270,17500000,48.0,2.0,6.0
39271,19950000,66.0,3.0,7.0
39272,31133559,99.0,3.0,3.0
39273,57000000,152.6,4.0,12.0
39274,6860308,52.4,3.0,1.0
39275,7890000,54.3,2.0,4.0
39276,23697472,43.6,1.0,5.0
39277,27000000,76.0,3.0,12.0
39278,58995152,165.37,4.0,6.0
39279,10200000,37.8,2.0,4.0
39280,18000000,65.3,2.0,5.0
39281,9902253,31.15,1.0,22.0
39282,39700000,109.0,3.0,14.0
39283,13350000,38.6,1.0,12.0
39284,23600000,69.9,2.0,10.0
39285,18407368,44.0,1.0,9.0
39286,9500000,33.0,1.0,8.0
39287,23900000,70.0,2.0,7.0
39288,15000000,64.0,2.0,10.0
39289,12700000,71.1,2.0,20.0
39290,30200000,45.7,1.0,15.0
39291,15900000,43.7,1.0,13.0
39292,15750000,58.3,3.0,2.0
39293,18500000,50.0,1.0,22.0
39294,18700000,56.0,2.0,6.0
39295,11500000,47.8,2.0,2.0
39296,16950000,82.3,3.0,2.0
39297,17500000,78.0,3.0,11.0
39298,8711645,72.52,3.0,15.0
39300,16950000,58.8,2.0,11.0
39301,17200000,56.8,2.0,4.0
39302,22968586,67.71,2.0,2.0
39303,24100000,55.6,2.0,2.0
39304,7500000,56.2,2.0,16.0
39305,181408800,177.0,4.0,10.0
39306,14300000,33.0,1.0,10.0
39307,130000000,115.0,3.0,9.0
39308,35358029,105.31,3.0,20.0
39309,181408800,250.0,5.0,1.0
39310,7766420,28.7,1.0,7.0
39311,23500000,111.5,4.0,3.0
39312,7284401,20.0,1.0,24.0
39313,16500000,54.0,2.0,15.0
39314,10513926,38.1,1.0,16.0
39315,12500000,45.0,2.0,2.0
39316,8350000,39.7,1.0,5.0
39317,130000000,220.0,5.0,9.0
39318,50000000,102.0,5.0,2.0
39319,18200000,63.0,3.0,1.0
39320,14200000,45.0,2.0,4.0
39321,15800000,66.6,2.0,16.0
39322,10500000,32.0,1.0,2.0
39323,9990000,40.0,1.0,6.0
39324,22390000,101.8,4.0,17.0
39326,9600000,48.2,1.0,15.0
39327,14000000,64.0,2.0,1.0
39328,14253830,46.0,2.0,2.0
39329,27000000,58.5,3.0,2.0
39330,4500000,31.2,1.0,5.0
39331,10500000,60.1,2.0,9.0
39332,8287437,28.6,1.0,9.0
39333,12047453,39.0,2.0,2.0
39334,8100000,38.0,1.0,14.0
39335,24000000,67.2,5.0,1.0
39336,8500000,61.7,2.0,7.0
39337,12300000,38.0,1.0,15.0
39338,139999900,186.0,4.0,2.0
39339,9141819,36.0,1.0,13.0
39340,17448260,45.7,1.0,2.0
39341,330000000,316.9,6.0,7.0
39342,11500000,62.3,2.0,10.0
39343,12000000,70.0,2.0,7.0
39344,14362200,61.0,2.0,10.0
39346,10000000,36.4,1.0,1.0
39347,6888323,51.4,2.0,1.0
39348,30667672,49.21,2.0,10.0
39349,15690294,70.4,4.0,9.0
39350,8250000,38.4,1.0,8.0
39351,11352999,48.1,2.0,14.0
39352,14982500,46.0,2.0,10.0
39353,11500000,37.9,1.0,6.0
39355,41220504,94.0,3.0,12.0
39356,15994476,41.1,1.0,32.0
39357,15552779,51.7,2.0,16.0
39358,11500000,31.0,1.0,3.0
39359,18000000,85.0,3.0,6.0
39360,8900000,32.0,1.0,1.0
39361,55000000,140.0,3.0,33.0
39362,8100000,43.2,1.0,16.0
39363,10387730,64.0,3.0,8.0
39364,10680820,42.1,2.0,2.0
39365,32000000,73.0,2.0,17.0
39366,16800000,94.0,3.0,10.0
39367,37390650,68.2,3.0,9.0
39368,9999999,55.0,2.0,7.0
39369,6700000,38.0,1.0,1.0
39370,14740670,44.9,1.0,8.0
39371,34715976,151.9,5.0,2.0
39372,79990000,115.0,3.0,8.0
39373,7800000,36.3,1.0,4.0
39374,15177289,91.5,3.0,19.0
39375,9500000,70.7,2.0,2.0
39376,20000000,75.0,3.0,5.0
39377,33500000,77.2,2.0,48.0
39378,11690000,80.2,3.0,8.0
39379,8400000,39.2,1.0,13.0
39380,30000000,49.5,1.0,14.0
39381,15300000,36.0,1.0,2.0
39382,9900000,33.0,1.0,9.0
39383,6200000,25.7,1.0,14.0
39384,69990000,120.9,3.0,14.0
39386,33500000,77.6,2.0,2.0
39387,18300000,69.0,2.0,6.0
39388,65000000,450.0,6.0,3.0
39389,17297266,39.0,1.0,36.0
39390,16835579,54.9,3.0,18.0
39391,19308554,79.0,4.0,3.0
39392,45000000,83.0,2.0,6.0
39393,14500000,40.0,2.0,7.0
39394,70360000,122.7,5.0,16.0
39395,17000000,57.3,3.0,6.0
39396,10250000,36.5,1.0,4.0
39397,12990000,39.0,2.0,7.0
39398,12539041,37.2,1.0,27.0
39399,76300000,85.8,3.0,4.0
39400,15290000,46.7,2.0,10.0
39401,7800000,41.4,1.0,18.0
39402,15022291,63.8,3.0,2.0
39403,15300000,40.0,1.0,20.0
39404,33067215,89.01,3.0,45.0
39405,14741211,67.8,2.0,12.0
39406,9800000,60.5,2.0,11.0
39407,20501049,69.74,2.0,10.0
39408,35990000,70.0,3.0,5.0
39409,19300000,51.0,2.0,2.0
39410,9100000,51.7,2.0,5.0
39411,14300000,53.0,2.0,11.0
39412,11824101,35.0,1.0,7.0
39413,24000000,68.0,3.0,2.0
39414,155000000,185.0,4.0,2.0
39415,13500000,77.9,3.0,3.0
39416,9500000,35.2,1.0,11.0
39417,11300000,61.9,3.0,2.0
39418,11500000,45.5,2.0,2.0
39419,12400000,80.0,3.0,12.0
39420,17990000,53.7,2.0,14.0
39421,11300000,37.6,1.0,8.0
39422,13000000,37.1,1.0,7.0
39423,24000000,84.1,3.0,10.0
39424,18300000,94.9,3.0,11.0
39425,18331400,61.0,2.0,13.0
39426,13000000,58.0,3.0,5.0
39427,16000000,57.5,2.0,1.0
39428,8300000,30.8,1.0,7.0
39429,19950000,60.5,2.0,6.0
39430,10400000,37.0,1.0,11.0
39431,28637780,63.4,2.0,32.0
39432,8620000,45.0,1.0,1.0
39433,17900000,72.1,3.0,12.0
39434,139500000,130.0,4.0,53.0
39435,34920000,64.0,2.0,27.0
39436,12000000,78.0,3.0,4.0
39437,13500000,33.5,1.0,14.0
39438,79242991,153.0,4.0,10.0
39439,25653250,74.9,2.0,4.0
39440,10250000,45.6,2.0,3.0
39441,9843457,29.7,1.0,17.0
39442,8000000,39.9,2.0,9.0
39443,4100000,27.0,1.0,1.0
39444,137211760,164.72,4.0,14.0
39445,7990000,28.1,1.0,15.0
39446,17381400,49.1,2.0,25.0
39447,12600000,52.0,2.0,16.0
39448,15000000,57.5,2.0,11.0
39449,13254171,58.8,3.0,8.0
39450,12300000,83.9,3.0,1.0
39451,11624678,41.0,2.0,11.0
39452,12700000,60.8,3.0,5.0
39453,9599000,39.0,1.0,14.0
39455,18000000,92.7,3.0,12.0
39456,12666500,38.5,1.0,15.0
39457,24913985,89.3,3.0,5.0
39458,40000000,110.6,3.0,3.0
39459,14600000,38.8,1.0,5.0
39460,14600000,34.66,1.0,6.0
39461,14690000,74.0,3.0,13.0
39462,8523721,28.6,1.0,15.0
39463,45000000,107.0,3.0,11.0
39464,20947500,66.5,2.0,16.0
39465,193502720,250.0,4.0,3.0
39466,16686000,81.0,2.0,14.0
39467,15800000,34.5,1.0,16.0
39468,19990000,48.5,2.0,2.0
39469,22000000,43.6,1.0,2.0
39470,25500000,80.0,3.0,30.0
39471,9027869,35.1,1.0,6.0
39472,12950000,50.8,2.0,3.0
39474,20400000,50.4,2.0,7.0
39476,47015980,103.4,3.0,8.0
39477,11127140,26.0,1.0,18.0
39478,15990000,50.2,2.0,17.0
39479,16000000,52.0,2.0,6.0
39480,47950141,97.43,3.0,14.0
39481,9700000,57.76,2.0,9.0
39482,14630736,33.6,1.0,24.0
39483,5835654,24.4,1.0,19.0
39484,11100000,38.0,1.0,2.0
39485,12491400,38.2,1.0,13.0
39486,10037621,33.52,1.0,11.0
39487,46582824,74.64,3.0,7.0
39488,8900000,52.0,2.0,5.0
39489,36000000,130.0,3.0,18.0
39490,10300000,43.1,2.0,2.0
39491,17125200,85.2,2.0,4.0
39492,14933373,39.9,1.0,12.0
39493,11500000,46.0,2.0,5.0
39494,24999000,66.0,3.0,47.0
39495,12158784,51.0,2.0,16.0
39496,13300000,44.0,1.0,2.0
39497,39900000,92.0,1.0,7.0
39498,13990000,52.4,2.0,12.0
39499,32500000,78.0,2.0,8.0
39500,19314196,40.0,1.0,3.0
39501,16635331,32.0,1.0,6.0
39502,13150000,65.0,2.0,2.0
39503,7286528,19.3,1.0,6.0
39504,34000000,92.0,2.0,4.0
39505,13500000,43.4,1.0,16.0
39506,11250000,60.7,2.0,6.0
39507,41990000,175.0,4.0,6.0
39508,100000000,149.0,3.0,13.0
39509,14500000,58.4,3.0,13.0
39510,57000000,109.0,2.0,15.0
39511,21500000,73.0,3.0,10.0
39512,16700000,38.3,2.0,2.0
39513,12700000,45.0,2.0,4.0
39514,7200000,37.3,1.0,2.0
39515,7600000,42.3,1.0,8.0
39516,6300000,36.0,1.0,3.0
39517,17083892,75.0,2.0,18.0
39518,8800000,39.5,1.0,20.0
39519,14600000,58.0,2.0,5.0
39520,16999000,95.0,4.0,8.0
39521,10850000,62.5,3.0,9.0
39522,22500000,60.3,2.0,9.0
39523,11168677,40.3,2.0,7.0
39525,9500000,53.0,2.0,6.0
39526,15800000,61.0,2.0,15.0
39527,46000000,91.4,3.0,11.0
39528,20277600,71.0,3.0,2.0
39529,49700000,85.0,3.0,9.0
39530,13900000,53.7,2.0,14.0
39531,8800000,53.7,2.0,2.0
39533,50000000,100.0,5.0,5.0
39534,11500000,73.0,2.0,18.0
39535,12000000,37.1,2.0,4.0
39536,16700000,47.0,2.0,13.0
39537,17600000,64.0,3.0,5.0
39538,6800000,35.0,1.0,6.0
39539,11990000,60.5,2.0,14.0
39541,21999999,92.1,3.0,12.0
39542,13000000,81.0,3.0,10.0
39543,87750000,117.0,3.0,2.0
39544,13000000,34.0,1.0,7.0
39545,29117632,83.84,3.0,3.0
39546,24628153,54.4,2.0,11.0
39547,39270000,93.5,3.0,16.0
39548,9332420,33.0,1.0,15.0
39549,14000000,45.5,2.0,3.0
39550,9216742,42.0,1.0,7.0
39551,14200000,32.0,1.0,3.0
39552,13400000,40.0,1.0,13.0
39553,14948518,72.0,3.0,7.0
39554,14861700,43.0,1.0,2.0
39555,18870000,63.5,3.0,11.0
39556,21000000,46.0,1.0,3.0
39557,14100000,69.1,3.0,1.0
39558,22000000,96.0,3.0,7.0
39559,10282264,33.0,1.0,24.0
39560,19000000,36.8,1.0,9.0
39561,16500000,90.0,3.0,14.0
39562,13700000,89.0,3.0,8.0
39563,10594793,33.0,1.0,3.0
39564,88900000,167.0,5.0,10.0
39565,12000000,46.0,2.0,7.0
39566,15477774,52.8,3.0,12.0
39567,9500000,41.2,1.0,12.0
39568,6800000,38.4,1.0,24.0
39569,10600000,32.0,1.0,5.0
39570,10499999,34.3,1.0,13.0
39571,12800000,71.5,2.0,15.0
39572,13800000,53.2,2.0,4.0
39573,14471703,51.0,2.0,12.0
39574,13026470,66.0,2.0,17.0
39575,10300000,43.2,2.0,9.0
39576,21500000,72.2,3.0,3.0
39577,7900000,31.7,1.0,5.0
39578,9990000,40.3,1.0,4.0
39579,12150000,38.7,1.0,20.0
39580,48537565,110.69,4.0,14.0
39581,183106870,205.9,4.0,12.0
39582,5200000,35.9,1.0,17.0
39583,21942142,86.1,4.0,2.0
39584,7000000,42.2,2.0,1.0
39585,14753751,71.8,2.0,7.0
39586,7200000,47.15,1.0,8.0
39587,7704226,27.77,1.0,24.0
39588,10999999,76.1,3.0,8.0
39589,12990000,50.6,2.0,12.0
39590,38037212,80.0,3.0,21.0
39591,11028210,71.38,3.0,6.0
39592,8300000,32.9,1.0,3.0
39593,11407179,41.0,2.0,15.0
39594,27600000,84.8,2.0,2.0
39595,11200000,60.0,2.0,12.0
39596,11600000,37.2,1.0,11.0
39597,19418235,86.68,2.0,16.0
39598,17000000,96.2,4.0,5.0
39599,12200000,56.0,3.0,7.0
39600,19490000,73.8,3.0,2.0
39601,36074522,66.4,2.0,39.0
39602,5738720,27.59,1.0,9.0
39603,23600000,64.3,2.0,3.0
39604,16325040,54.2,2.0,7.0
39605,22145113,62.56,2.0,3.0
39606,6125115,43.5,2.0,3.0
39607,18200000,63.1,3.0,1.0
39608,25040000,64.4,2.0,5.0
39609,31750000,61.0,2.0,25.0
39610,14950000,35.7,1.0,14.0
39611,18600000,38.1,1.0,16.0
39612,13497861,54.64,2.0,8.0
39613,20000000,74.0,3.0,4.0
39614,12600000,48.0,2.0,10.0
39615,8100000,43.0,1.0,2.0
39616,13500000,48.0,2.0,2.0
39617,17231533,55.4,2.0,19.0
39618,15200000,77.8,3.0,9.0
39619,21000000,91.4,3.0,4.0
39620,11500000,36.8,2.0,2.0
39621,12000000,41.8,2.0,1.0
39622,7338697,32.7,1.0,10.0
39623,8500000,63.8,3.0,7.0
39625,11941800,39.0,1.0,5.0
39626,8666198,30.0,1.0,4.0
39627,8500000,42.0,1.0,15.0
39628,16300000,40.9,1.0,7.0
39629,18500000,96.0,3.0,19.0
39630,22997000,71.9,2.0,6.0
39631,7599999,44.0,1.0,16.0
39632,25256000,90.2,3.0,4.0
39633,11500000,32.5,1.0,5.0
39634,30799148,53.5,2.0,23.0
39635,41495260,65.1,1.0,6.0
39636,15250000,56.4,2.0,9.0
39637,7266804,23.0,1.0,4.0
39638,12500000,44.2,1.0,15.0
39639,8200000,52.0,2.0,7.0
39640,23500000,45.6,2.0,3.0
39641,14645319,69.0,3.0,16.0
39642,17500000,36.0,1.0,17.0
39643,9000000,45.0,2.0,4.0
39644,4850000,30.0,1.0,1.0
39645,13800000,59.0,2.0,1.0
39646,39900000,80.1,3.0,50.0
39647,23000000,68.0,3.0,15.0
39648,24690000,64.4,2.0,10.0
39649,21100000,98.0,4.0,6.0
39650,241878400,261.0,4.0,5.0
39651,15493937,72.0,4.0,9.0
39652,57500000,133.7,3.0,17.0
39653,12000000,59.0,3.0,5.0
39654,12622200,38.6,1.0,17.0
39655,5363207,31.06,1.0,2.0
39656,12999999,30.1,1.0,1.0
39657,34000000,76.0,3.0,7.0
39658,22268480,42.4,1.0,4.0
39659,12450000,63.0,2.0,1.0
39660,18500000,69.7,3.0,16.0
39661,20000000,77.1,3.0,14.0
39662,49887420,130.0,3.0,17.0
39663,33900000,56.0,2.0,3.0
39664,22556692,94.0,3.0,9.0
39665,8470000,33.0,1.0,7.0
39666,14000000,50.5,1.0,2.0
39667,24701548,65.21,2.0,36.0
39668,38990000,100.0,3.0,7.0
39669,21500000,73.0,3.0,10.0
39670,44990000,92.5,3.0,8.0
39671,18000000,63.0,2.0,1.0
39672,14700000,55.0,3.0,4.0
39673,13900000,44.2,1.0,12.0
39675,14500000,76.5,3.0,6.0
39676,21000000,64.4,3.0,4.0
39677,18500000,73.0,3.0,5.0
39678,5850000,44.8,2.0,1.0
39680,61900000,74.0,3.0,5.0
39681,15700000,56.5,1.0,13.0
39682,9200000,34.0,1.0,17.0
39683,17800000,78.0,2.0,1.0
39684,12600000,38.2,2.0,4.0
39685,10499000,48.8,1.0,14.0
39686,11000000,43.1,1.0,18.0
39687,32000000,73.5,2.0,17.0
39688,34970000,61.21,2.0,16.0
39689,13500000,84.9,3.0,2.0
39690,13500000,37.6,1.0,12.0
39691,17700000,32.1,1.0,5.0
39692,6600000,38.3,1.0,14.0
39693,10568452,40.0,2.0,9.0
39694,23540000,59.0,2.0,13.0
39695,16200000,37.9,1.0,15.0
39696,39500000,40.9,2.0,3.0
39698,8850000,29.0,1.0,1.0
39699,35803285,111.39,4.0,11.0
39700,20189540,58.1,1.0,12.0
39701,20500000,74.3,3.0,17.0
39702,12900000,33.0,1.0,4.0
39703,13500000,78.0,3.0,2.0
39704,44900000,149.0,3.0,17.0
39705,10499900,58.4,2.0,9.0
39706,17200000,67.0,2.0,11.0
39707,22338120,79.0,2.0,2.0
39708,31069416,85.52,3.0,43.0
39709,15847369,61.4,3.0,6.0
39710,12878000,47.0,2.0,12.0
39711,24117824,58.0,2.0,27.0
39712,23769860,56.3,1.0,23.0
39713,13499999,35.4,1.0,7.0
39714,41500000,153.0,5.0,15.0
39715,40170000,94.0,3.0,24.0
39716,14045227,55.5,2.0,29.0
39717,5850000,24.0,1.0,9.0
39718,9450000,60.5,2.0,21.0
39719,11500000,35.0,1.0,6.0
39720,9250000,61.7,3.0,5.0
39721,17500000,87.0,3.0,2.0
39723,11573186,50.5,2.0,2.0
39724,13700000,68.5,3.0,9.0
39725,17800000,64.0,2.0,8.0
39726,99999999,149.0,3.0,13.0
39727,13200000,42.2,1.0,10.0
39728,12200000,41.6,1.0,12.0
39729,6300000,36.2,1.0,17.0
